income,university,dropout
11289.92,pisa,1
1353.04,pisa,1
8622.64,pisa,1
11774.21,pisa,1
1441.89,pisa,1
7034.54,pisa,1
14395.99,pisa,1
15307.52,pisa,1
8367.56,pisa,1
10799.59,pisa,1
14774.81,pisa,1
2704.83,pisa,1
15788.17,pisa,1
13487.21,pisa,1
3135.09,pisa,1
8241.06,pisa,1
11921.41,pisa,1
3634.88,pisa,1
6836.56,pisa,1
7980.7,pisa,1
17026.95,pisa,1
362.88,pisa,1
19835.55,pisa,1
5579.69,pisa,1
7601.18,pisa,1
7262.3,pisa,1
17108.92,pisa,1
18155.39,pisa,1
3551.53,pisa,1
16956.74,pisa,1
6081.71,pisa,1
8762.54,pisa,1
14226.88,pisa,1
4488.62,pisa,1
14086.21,pisa,1
11226.94,pisa,1
7485.78,pisa,1
4449.27,pisa,1
11035.04,pisa,1
5772.06,pisa,1
10237.92,pisa,1
12118.97,pisa,1
11765.96,pisa,1
3530.08,pisa,1
10920.04,pisa,1
16879.97,pisa,1
9188.2,pisa,1
9085.74,pisa,1
10272.22,pisa,1
10633.74,pisa,1
3477.71,pisa,1
11145.86,pisa,1
3876.56,pisa,1
3229.65,pisa,1
7176.21,pisa,1
6899.08,pisa,1
18306.37,pisa,1
6323.56,pisa,1
9378.98,pisa,1
14499.61,pisa,1
6938.11,pisa,1
11556.43,pisa,1
14863.74,pisa,1
14339.43,pisa,1
5189.32,pisa,1
8674.38,pisa,1
11418.29,pisa,1
7456.06,pisa,1
3800.35,pisa,1
8740.13,pisa,1
8834.55,pisa,1
10757.24,pisa,1
10338.39,pisa,1
9982.35,pisa,1
10799.38,pisa,1
5988.2,pisa,1
14704.88,pisa,1
10742.72,pisa,1
6598.09,pisa,1
13660.79,pisa,1
4821.08,pisa,1
16531.27,pisa,1
1746.34,pisa,1
19322.02,pisa,1
9600.99,pisa,1
627.21,pisa,1
5602.28,pisa,1
15769.85,pisa,1
14809.25,pisa,1
6441.06,pisa,1
10541.1,pisa,1
7305.39,pisa,1
3440.69,pisa,1
13064.41,pisa,1
7003.86,pisa,1
12011.96,pisa,1
5356.67,pisa,1
1687.72,pisa,1
916.41,pisa,1
5321.27,pisa,1
17273.81,pisa,1
1744.31,pisa,1
4548.78,pisa,1
4074.63,pisa,1
5831.58,pisa,1
7529.43,pisa,1
8045.93,pisa,1
12260.43,pisa,1
3530.88,pisa,1
14324.8,pisa,1
10649.64,pisa,1
13608.97,pisa,1
11499.07,pisa,1
7794.96,pisa,1
9553.19,pisa,1
6185.77,pisa,1
2211.55,pisa,1
3184.71,pisa,1
7014.35,pisa,1
15117.83,pisa,1
6750.48,pisa,1
4089.85,pisa,1
6621.77,pisa,1
9198.53,pisa,1
13984.15,pisa,1
1181.5,pisa,1
4534.83,pisa,1
16187.19,pisa,1
7153.74,pisa,1
4583.98,pisa,1
14514.66,pisa,1
10900.51,pisa,1
13793.09,pisa,1
9396.71,pisa,1
15832.95,pisa,1
7276.43,pisa,1
431.71,pisa,1
6884.36,pisa,1
14242.25,pisa,1
8346.62,pisa,1
9004.79,pisa,1
14384.98,pisa,1
12429.29,pisa,1
7019.92,pisa,1
4666.88,pisa,1
478.05,pisa,1
61.02,pisa,1
12837.64,pisa,1
6768.14,pisa,1
5440.72,pisa,1
12561.33,pisa,1
6920.08,pisa,1
5070.13,pisa,1
5685.37,pisa,1
11676.81,pisa,1
11167.39,pisa,1
18031,pisa,1
17227.42,pisa,1
9357.72,pisa,1
9580.49,pisa,1
7522.93,pisa,1
9344.59,pisa,1
8287.58,pisa,1
18986.77,pisa,1
2813.63,pisa,1
5151.27,pisa,1
9577.63,pisa,1
12353.96,pisa,1
9296.59,pisa,1
12820,pisa,1
9936.47,pisa,1
2455.28,pisa,1
3736.35,pisa,1
17103.31,pisa,1
6199.09,pisa,1
5106.18,pisa,1
3244.35,pisa,1
8995.34,pisa,1
9595.36,pisa,1
9946.18,pisa,1
17555.04,pisa,1
385.97,pisa,1
6285.41,pisa,1
11379.7,pisa,1
6422.93,pisa,1
12519.12,pisa,1
8124.38,pisa,1
15524.44,pisa,1
9937.75,pisa,1
4649.64,pisa,1
15881.62,pisa,1
12143.35,pisa,1
16302.56,pisa,1
332.11,pisa,1
12613.31,pisa,1
567.04,pisa,1
3753.38,pisa,1
9096.34,pisa,1
5205.41,pisa,1
17189.74,pisa,1
5814.41,pisa,1
10503.6,pisa,1
1328.24,pisa,1
10070.66,pisa,1
8966.04,pisa,1
13869.43,pisa,1
11910.59,pisa,1
14714.01,pisa,1
9151.33,pisa,1
6204,pisa,1
13610.16,pisa,1
8709.63,pisa,1
13061.33,pisa,1
4309.59,pisa,1
263.57,pisa,1
9908.66,pisa,1
9624.27,pisa,1
9908.66,pisa,1
1666.69,pisa,1
7921.52,pisa,1
10748.07,pisa,1
7848.34,pisa,1
5499.04,pisa,1
7882.93,pisa,1
14178.52,pisa,1
14324.55,pisa,1
4927.39,pisa,1
13626.2,pisa,1
6148.41,pisa,1
7806.25,pisa,1
2208.42,pisa,1
8306.17,pisa,1
351.89,pisa,1
13768.64,pisa,1
8988.21,pisa,1
625,pisa,1
2568.66,pisa,1
13796.63,pisa,1
6876.58,pisa,1
13352,pisa,1
5350.69,pisa,1
2574.04,pisa,1
19312.87,pisa,1
4695.27,pisa,1
12978.14,pisa,1
17645.29,pisa,1
8415.04,pisa,1
6721.66,pisa,1
11510.2,pisa,1
12235.49,pisa,1
13365.77,pisa,1
19845.05,pisa,1
8125.89,pisa,1
15170.53,pisa,1
8719.77,pisa,1
10179.9,pisa,1
8232.39,pisa,1
19693.77,pisa,1
2324.41,pisa,1
997.33,pisa,1
353.66,pisa,1
7616.8,pisa,1
17495.21,pisa,1
8359.54,pisa,1
1119,pisa,1
7445.2,pisa,1
5561.37,pisa,1
2745.1,pisa,1
6071.54,pisa,1
10691.76,pisa,1
12609.99,pisa,1
4131.22,pisa,1
6117.54,pisa,1
10874.02,pisa,1
3275,pisa,1
14397.28,pisa,1
8870.73,pisa,1
4629.41,pisa,1
14824.35,pisa,1
13614.55,pisa,1
9027.02,pisa,1
9989.15,pisa,1
391.46,pisa,1
11390.25,pisa,1
4457.32,pisa,1
12205.75,pisa,1
15814.71,pisa,1
11297.47,pisa,1
7279.46,pisa,1
8661.33,pisa,1
5273.58,pisa,1
6901.96,pisa,1
19037.28,pisa,1
5147.27,pisa,1
471.14,pisa,1
2234.99,pisa,1
10284.55,pisa,1
11099.92,pisa,1
4440.81,pisa,1
10094.31,pisa,1
13470.7,pisa,1
7455.64,pisa,1
365.38,pisa,1
1491.12,pisa,1
7530.24,pisa,1
16655.26,pisa,1
11783.52,pisa,1
6337.64,pisa,1
396.34,pisa,1
13508.34,pisa,1
1103.24,pisa,1
11663.5,pisa,1
1016.43,pisa,1
10695.36,pisa,1
12060.49,pisa,1
327.76,pisa,0
1189.83,pisa,1
9556.06,pisa,1
11804.16,pisa,1
18177.38,pisa,1
6637.4,pisa,1
15702.52,pisa,1
12313.58,pisa,1
2619.17,pisa,1
9191.67,pisa,1
8097.89,pisa,1
9048.9,pisa,1
10496.52,pisa,1
10371.99,pisa,1
9401.19,pisa,1
7332.65,pisa,1
13839.47,pisa,1
12155.26,pisa,1
8938.01,pisa,1
12027.72,pisa,1
5996.63,pisa,1
3762.95,pisa,1
13011.97,pisa,1
11372.76,pisa,1
4548.86,pisa,1
11396.69,pisa,1
9211.59,pisa,1
14257.85,pisa,1
3929.82,pisa,1
14462.66,pisa,1
358.79,pisa,1
7638.62,pisa,1
916.41,pisa,1
14120.3,pisa,1
12447.07,pisa,1
9952.11,pisa,1
5803.43,pisa,1
14591.71,pisa,1
2550.99,pisa,1
18146.31,pisa,1
4894.86,pisa,1
11268.09,pisa,1
8235.17,pisa,1
1102.07,pisa,1
2266.48,pisa,1
140.35,pisa,1
2357.72,pisa,1
555.72,pisa,1
237.18,pisa,1
1021.97,pisa,1
9375.98,pisa,1
11908.17,pisa,1
12958.24,pisa,1
558.95,pisa,1
2907.32,pisa,1
107.29,pisa,1
7868.04,pisa,1
15633.74,pisa,1
1530.01,pisa,1
84,pisa,1
15807.02,pisa,1
9159.06,pisa,1
8229.02,pisa,1
2970.45,pisa,1
5.94,pisa,1
3535.41,pisa,1
8791.87,pisa,1
2842.11,pisa,1
5346.29,pisa,1
632.64,pisa,1
12768.63,pisa,1
10916.56,pisa,1
4148.72,pisa,1
9554.39,pisa,1
11168.44,pisa,1
16404.7,pisa,1
6789.64,pisa,1
6412.33,pisa,1
13565.77,pisa,1
1465.92,pisa,1
3391.65,pisa,1
3389.3,pisa,1
9056.59,pisa,1
8258.44,pisa,1
11788.73,pisa,1
14119.69,pisa,1
12445.93,pisa,1
6352.87,pisa,1
3629.73,pisa,1
6624.72,pisa,1
15828.7,pisa,1
10115.46,pisa,1
5465.89,pisa,1
18095.31,pisa,1
12564.22,pisa,1
14519.13,pisa,1
9378.46,pisa,1
11050.09,pisa,1
10670.59,pisa,1
2977.41,pisa,1
10239.74,pisa,1
6606.47,pisa,1
3912.46,pisa,1
15756.5,pisa,1
3615.92,pisa,1
18890.76,pisa,1
6074.73,pisa,1
16406.3,pisa,1
3837.03,pisa,1
6876.58,pisa,1
4258.33,pisa,1
3109.8,pisa,1
8105.23,pisa,1
7915.45,pisa,1
5539.04,pisa,1
10914.63,pisa,1
14743.33,pisa,1
12049.07,pisa,1
1465.92,pisa,1
7796.49,pisa,1
4280.66,pisa,1
10143.31,pisa,1
7235.35,pisa,1
108.72,pisa,1
4476.84,pisa,1
8000,pisa,1
538.37,pisa,1
9379.27,pisa,1
11244.93,pisa,1
10549.57,pisa,1
18617.24,pisa,1
8193.66,pisa,1
4346.95,pisa,1
2913.79,pisa,1
9423.58,pisa,1
11708,pisa,1
1631.12,pisa,1
416.37,pisa,1
2985.15,pisa,1
1810.98,pisa,1
18332.23,pisa,1
11621.57,pisa,1
10973.93,pisa,1
9423.53,pisa,1
5900.49,pisa,1
13601.89,pisa,1
929.82,pisa,1
531.95,pisa,1
673.13,pisa,1
232.18,pisa,1
12669.12,pisa,1
14384.98,pisa,1
4233.66,pisa,1
9564.3,pisa,1
14058.33,pisa,1
16229.94,pisa,1
12172.06,pisa,1
2578.09,pisa,1
7731.16,pisa,1
17314.14634,pisa,0
13186.76471,pisa,0
7637.192982,pisa,0
18366.59649,pisa,0
14684.79675,pisa,0
12362.05882,pisa,0
15199.3125,pisa,0
10008.94309,pisa,0
13062.15686,pisa,0
11706.09756,pisa,0
16069.42675,pisa,0
16708.21138,pisa,0
14596.50407,pisa,0
5834.715447,pisa,0
3991.898374,pisa,0
9267.723577,pisa,0
2079.02439,pisa,0
12854.39024,pisa,0
16998.23529,pisa,0
14218.66667,pisa,0
5308.333333,pisa,0
8805.04065,pisa,0
16573.73984,pisa,0
19947.56098,pisa,0
15937.94386,pisa,0
6782.843137,pisa,0
15295.52846,pisa,0
8914.45614,pisa,0
19432.92683,pisa,0
18618.59649,pisa,0
8989.411765,pisa,0
12477.64228,pisa,0
13682.11382,pisa,0
19838.47134,pisa,0
9293.739837,pisa,1
18952.94118,pisa,0
10406.37255,pisa,0
5663.414634,pisa,0
17116.34146,pisa,0
12597.47368,pisa,0
16516.2807,pisa,0
17990.80702,pisa,0
16782.52033,pisa,0
10329.82456,pisa,0
4396.1875,pisa,0
7231.33758,pisa,0
18705.6,pisa,1
17326.50407,pisa,1
14017.23577,pisa,0
6935.125,pisa,0
12197.84314,pisa,0
14388.23529,pisa,0
4410.325203,pisa,0
10997.45098,pisa,0
12166.99187,pisa,0
8506.666667,pisa,0
12411.92982,pisa,0
19234.59314,pisa,0
14395.09804,pisa,0
6115.625,pisa,0
11432.68293,pisa,0
18533.13725,pisa,0
5986.27451,pisa,0
12139.5098,pisa,0
18612.64706,pisa,0
10887.2549,pisa,0
7121.403509,pisa,0
10094.30894,pisa,0
19361.54472,pisa,0
15614.63415,pisa,0
10375.20325,pisa,0
16213.08943,pisa,0
8034.308943,pisa,0
15581.62602,pisa,0
11431.76471,pisa,0
4463.414634,pisa,0
3419.756098,pisa,0
17215.68627,pisa,0
14508.52941,pisa,0
13863.41463,pisa,0
4261.122807,pisa,0
12422.35772,pisa,0
16992.35294,pisa,0
16022.84553,pisa,0
8563.821138,pisa,0
14112.2549,pisa,0
12704.5098,pisa,0
19708.52941,pisa,0
5722.682927,pisa,0
16011.37255,pisa,0
8473.495935,pisa,0
6942.113821,pisa,0
3450.081301,pisa,0
10794.60784,pisa,1
3201.300813,pisa,0
15729.41176,pisa,0
19881.17647,pisa,0
12668.04878,pisa,0
7283.43949,pisa,0
6342.745098,pisa,1
14771.13821,pisa,0
16280.97561,pisa,0
7230.569106,pisa,0
11949.01961,pisa,0
7737,pisa,0
18367.15686,pisa,0
15507.35294,pisa,0
13993.63057,pisa,0
7011.788618,pisa,0
15610.97561,pisa,0
12058.33333,pisa,0
5190.650407,pisa,0
17897.05882,pisa,0
6840,pisa,0
6170.784314,pisa,0
12350.81301,pisa,0
13314.5098,pisa,0
16900.29412,pisa,0
11678.33333,pisa,0
18456.96078,pisa,0
3885.6,pisa,0
13539.8374,pisa,0
11402.52033,pisa,0
16510.76923,pisa,0
18632.52033,pisa,0
14621.78862,pisa,0
13713.89474,pisa,0
15472.54902,pisa,0
13018.53659,pisa,0
11037.45223,pisa,0
718.4552846,pisa,0
13608.52941,pisa,0
19183.78947,pisa,0
10014.70588,pisa,0
2888.2,pisa,0
15465.4902,pisa,0
4482.105263,pisa,0
14632.94118,pisa,0
8176.504065,pisa,0
264.4210526,pisa,0
2100.2,pisa,0
14739.8374,pisa,0
19263.25203,pisa,0
11373.25203,pisa,0
14589.11765,pisa,0
16390.78431,pisa,0
16637.80488,pisa,0
13956.5614,pisa,0
6400.8125,pisa,0
19943.91951,pisa,0
18163.50877,pisa,1
6790.784314,pisa,0
15966.27451,pisa,0
4914.803922,pisa,0
10781.17647,pisa,0
13901.21951,pisa,0
12239.70588,pisa,1
16468.37398,pisa,0
12080,pisa,0
3904.065041,pisa,0
12401.96078,pisa,0
19979.26829,pisa,0
13911.78862,pisa,0
17693.49593,pisa,0
18299.5935,pisa,0
13620.63694,pisa,0
4393.529412,pisa,0
14495.52846,pisa,0
9368.561404,pisa,0
15691.54472,pisa,0
18491.93725,pisa,1
14383.13725,pisa,0
10181.62602,pisa,1
3227.941176,pisa,0
17754.06504,pisa,0
8126.747967,pisa,0
9912.195122,pisa,1
19257.64228,pisa,0
13477.70701,pisa,0
8902.843137,pisa,0
9848.407643,pisa,0
14981.13821,pisa,0
11337.15686,pisa,0
15483.50877,pisa,0
15991.07843,pisa,0
15739.34959,pisa,0
8777.45098,pisa,1
14431.13821,pisa,0
18976.50407,pisa,0
15949.21569,pisa,0
10667.88618,pisa,0
9382.156863,pisa,1
10616.66667,pisa,0
19279.01961,pisa,0
12239.7561,pisa,0
6630.882353,pisa,0
483.4313725,pisa,0
12887.7451,pisa,1
11394.90196,pisa,0
7000.243902,pisa,0
18277.23577,pisa,0
13642.84553,pisa,1
10472.27642,pisa,0
17616.26016,pisa,0
8991.869919,pisa,0
573.8917197,pisa,0
1782.520325,pisa,0
10481.54472,pisa,0
17608.94309,pisa,0
17336.58537,pisa,0
5287.058824,pisa,0
11951.66667,pisa,0
4590.97561,pisa,0
6843.627451,pisa,0
11407.07317,pisa,0
13033.82353,pisa,0
10033.73984,pisa,0
11390.65041,pisa,0
10593.13725,pisa,0
2678.699187,pisa,0
16640.39216,pisa,0
16207.84314,pisa,0
12531.78947,pisa,1
11575.20325,pisa,0
17361.76471,pisa,0
15820.89431,pisa,0
19913.41463,pisa,0
11705.88235,pisa,1
12467.35294,pisa,0
16543.1875,pisa,0
15162.19512,pisa,0
10269.11765,pisa,0
8279.02439,pisa,0
8550.406504,pisa,0
18971.95122,pisa,0
6966.260163,pisa,0
14654.95935,pisa,0
6720.628455,pisa,0
11114.38596,pisa,0
15901.07843,pisa,0
17711.27451,pisa,0
6480.406504,pisa,0
8667.898089,pisa,0
9941.176471,pisa,0
11319.43089,pisa,0
5686.585366,pisa,0
13639.5098,pisa,0
18380.65041,pisa,0
17482.35772,pisa,0
9149.593496,pisa,0
12074.55285,pisa,0
15067.01754,pisa,1
17834.3949,pisa,0
11485.4902,pisa,0
12674.79675,pisa,1
18315.20325,pisa,0
15117.31707,pisa,0
6298.45614,pisa,0
17781.56863,pisa,0
19958.23529,pisa,0
17862.35772,pisa,1
14773.52941,pisa,0
12613.92157,pisa,1
13857.05691,pisa,1
8041.95122,pisa,0
16550.97561,pisa,0
9922.764228,pisa,0
16621.13821,pisa,0
18368.33333,pisa,0
10948.29268,pisa,0
13111.66667,pisa,0
17054.47154,pisa,0
11970.70064,pisa,0
5440.650407,pisa,0
16687.89809,pisa,0
19673.65854,pisa,0
16902.03252,pisa,0
7793.630573,pisa,0
17367.15447,pisa,0
15205.12195,pisa,0
19971.17647,pisa,0
14817.88618,pisa,0
6604.065041,pisa,0
18873.41463,pisa,0
19789.10569,pisa,0
12407.31707,pisa,0
16650.89431,pisa,0
15865.85366,pisa,0
10524.95935,pisa,1
14159.31373,pisa,0
16000,pisa,0
13570.97561,pisa,0
6303.157895,pisa,0
5519.607843,pisa,1
10919.10569,pisa,1
12889.75439,pisa,1
15834.63415,pisa,1
18387.84314,pisa,1
13158.13008,pisa,0
8829.593496,pisa,0
9772.357724,pisa,0
9212.845528,pisa,0
15818.47134,pisa,0
16662.60163,pisa,0
17157.125,pisa,0
7046.910569,pisa,1
18475.39216,pisa,0
19888,pisa,0
11324.01961,pisa,0
15952.52033,pisa,0
6473.98374,pisa,0
3356.912281,pisa,0
9660.97561,pisa,0
16818.13725,pisa,0
10321.07843,pisa,0
17155.28455,pisa,1
12745.40351,pisa,0
16090.31579,pisa,0
19196.82927,pisa,0
11760.81301,pisa,0
5305.284553,pisa,0
14662.42038,pisa,1
15843.92157,pisa,0
9436.097561,pisa,0
7161.056911,pisa,0
4528.137255,pisa,1
1406.078431,pisa,0
15486.56863,pisa,0
11388.62745,pisa,0
19008.77193,pisa,0
10344.14634,pisa,0
17097.05882,pisa,0
12137.96748,pisa,0
15308.28025,pisa,0
6909.398374,pisa,0
9215.853659,pisa,0
12760.56911,pisa,0
10688.94309,pisa,0
6223.577236,pisa,0
11232.15686,pisa,0
15012.35669,pisa,0
9696.470588,pisa,0
18265.60976,pisa,1
7633.88535,pisa,0
11723.17073,pisa,1
13579.10569,pisa,1
17540.21053,pisa,0
7974.552846,pisa,1
14759.01961,pisa,0
6775.365854,pisa,0
18659.7561,pisa,0
15679.26829,pisa,0
10900,pisa,0
10611.70732,pisa,0
8930.731707,pisa,0
14328.61789,pisa,0
18898.78049,pisa,0
10667.47967,pisa,0
19270.19608,pisa,0
10094.14634,pisa,0
17120.4065,pisa,0
12241.75,pisa,0
18495.09804,pisa,0
10091.17647,pisa,0
15177.32484,pisa,1
13261.70732,pisa,0
4865.934959,pisa,0
18584.87805,pisa,0
11107.7193,pisa,0
8329.901961,pisa,0
15358.69919,pisa,0
14461.86992,pisa,0
16236.82927,pisa,0
10981.75439,pisa,0
14839.3125,pisa,1
5840.14386,pisa,1
12494.30894,pisa,0
15044.61972,pisa,1
11123.57724,pisa,0
17662.45614,pisa,1
18070.3252,pisa,0
15268.42105,pisa,0
17096.81529,pisa,1
18294.71545,pisa,0
10390.2439,pisa,0
19382.84314,pisa,0
16440.4878,pisa,0
14485.68627,pisa,0
7073.414634,pisa,0
18073.98374,pisa,0
17386.34146,pisa,0
3361.754386,pisa,0
18245.60976,pisa,0
14588.72549,pisa,0
12194.79675,pisa,0
17211.36842,pisa,0
12205.04065,pisa,0
16397.56098,pisa,0
17780.0813,pisa,0
5735.934959,pisa,0
19152.11382,pisa,0
16920.13684,pisa,0
11382.11382,pisa,0
11300.56911,pisa,1
10755.44715,pisa,0
13300.3252,pisa,0
18903.92982,pisa,0
15299.9187,pisa,0
16966.27451,pisa,1
13643.90244,pisa,1
19638.43137,pisa,0
5666.176471,pisa,0
14017.23577,pisa,0
15126.49682,pisa,0
10694.39024,pisa,0
19133.41463,pisa,0
15712.77193,pisa,1
12282.76423,pisa,0
15822.43902,pisa,0
9803.658537,pisa,0
2850.392157,pisa,0
18172.35772,pisa,0
18389.7561,pisa,0
19651.875,pisa,0
14679.23567,pisa,0
19015.78431,pisa,0
12134.80392,pisa,0
18988.03922,pisa,0
6290.162602,pisa,0
7604.146341,pisa,0
13013.13725,pisa,0
15373.75439,pisa,0
18589.5935,pisa,0
10479.90196,pisa,0
16353.52941,pisa,0
18292.84211,pisa,0
12867.54902,pisa,0
8625.772358,pisa,0
5838.921569,pisa,0
15277.23577,pisa,0
19277.45098,pisa,0
19016.66667,pisa,0
14043.64912,pisa,1
15779.6748,pisa,0
17856.14035,pisa,0
4684.95935,pisa,0
17830.0813,pisa,0
18293.57724,pisa,0
7198.235294,pisa,0
5451.508772,pisa,0
13060.88235,pisa,0
7975.66879,pisa,0
3986.99187,pisa,0
15613.4375,pisa,0
12138.59649,pisa,0
12269.10569,pisa,0
13019.7561,pisa,1
5662.845528,pisa,0
14443.82114,pisa,0
18298.21138,pisa,0
19327.64706,pisa,0
5319.674797,pisa,0
7661.382114,pisa,0
19539.21569,pisa,0
12167.5,pisa,1
15829.61404,pisa,0
3044.585987,pisa,0
19102.60163,pisa,0
17110.97561,pisa,0
18937.07317,pisa,0
9353.122807,pisa,0
18566.17886,pisa,0
12764.39024,pisa,1
6114.201961,pisa,0
11807.56098,pisa,0
15146.42276,pisa,0
11124.9375,pisa,0
18263.82353,pisa,1
16125.26316,pisa,0
10845.29412,pisa,0
19516.76471,pisa,0
16046.07843,pisa,0
15864.21569,pisa,0
11229.10569,pisa,0
19073.40351,pisa,0
16542.68293,pisa,0
15558.21138,pisa,0
7321.957193,pisa,0
15888.9375,pisa,0
16017.07317,pisa,0
14208.21138,pisa,0
8173.495935,pisa,0
1083.22807,pisa,0
17136.27451,pisa,0
18357.72358,pisa,0
6083.333333,pisa,0
12484.11765,pisa,0
19924.31373,pisa,1
12667.07317,pisa,0
19826.56863,pisa,0
19153.73984,pisa,0
17886.17886,pisa,1
10972.76423,pisa,0
11255.4902,pisa,1
4427.96748,pisa,0
8052.631579,pisa,0
7294.509804,pisa,0
14755.44715,pisa,0
18028.04878,pisa,0
16344.70175,pisa,0
14199.01961,pisa,0
18996.07843,pisa,0
7870.392157,pisa,0
14641.46341,pisa,0
16905.12281,pisa,0
8847.073171,pisa,1
13041.95122,pisa,0
15278.45528,pisa,0
12117.56098,pisa,0
17289.34959,pisa,0
16941.97154,pisa,0
14585.22293,pisa,0
16394.01274,pisa,0
19518.52941,pisa,0
16779.29825,pisa,0
6327.843137,pisa,0
15709.02439,pisa,0
19983.01754,pisa,0
12905.9375,pisa,0
1631.036585,pisa,0
11677.88618,pisa,0
15263.82114,pisa,0
12287.88618,pisa,0
18522.60163,pisa,0
16416.56051,pisa,0
15888.78981,pisa,0
18158.53659,pisa,0
15406.25352,pisa,1
17743.57724,pisa,0
16476.70175,pisa,0
2926.470588,pisa,1
4036.358974,pisa,0
9074.634146,pisa,1
10799.90196,pisa,1
14046.59649,pisa,0
16720.1626,pisa,0
4624.631579,pisa,0
9785.203252,pisa,0
13158.37398,pisa,1
14437.47967,pisa,0
17372.2549,pisa,0
4729.593496,pisa,0
5540.325203,pisa,0
15165.29412,pisa,0
17832.43902,pisa,0
17188.86179,pisa,1
14798.53659,pisa,0
9179.674797,pisa,0
19050.56911,pisa,0
5312.5,pisa,1
13966.47059,pisa,0
8544.215686,pisa,0
17099.50877,pisa,0
13536.17886,pisa,0
7708.536585,pisa,0
15230.88235,pisa,0
2469.122807,pisa,0
16684.14035,pisa,0
15285.52846,pisa,0
14003.23529,pisa,0
9338.333333,pisa,0
11176.03333,pisa,0
19447.35294,pisa,1
14355.4386,pisa,0
13281.30081,pisa,0
7104.552846,pisa,0
13820.58824,pisa,0
3732.941176,pisa,0
17795.52846,pisa,1
10083.08943,pisa,0
19808.21138,pisa,0
10999.34959,pisa,0
4316.176471,pisa,0
4169.105691,pisa,0
18315.52846,pisa,0
6132.140351,pisa,0
17373.03922,pisa,0
15613.41463,pisa,1
9740.912281,pisa,0
6104.210526,pisa,0
12934.71545,pisa,0
15964.375,pisa,0
9224.117647,pisa,0
4926.470588,pisa,0
5085.784314,pisa,1
17330.87719,pisa,0
4800,pisa,1
15816.66667,pisa,0
11605.6,pisa,1
10356.56863,pisa,1
18783.73984,pisa,0
6642.682927,pisa,0
16044.60784,pisa,0
15761.30081,pisa,0
14730.0813,pisa,0
15363.41463,pisa,0
9994.95935,pisa,0
9833.252033,pisa,0
15551.62602,pisa,0
15023.08943,pisa,0
11186.99187,pisa,0
16646.07843,pisa,0
9584.471545,pisa,0
4678.576423,pisa,0
18488.82353,pisa,0
1503.821138,pisa,0
19455.69106,pisa,0
16847.45098,pisa,0
6146.99187,pisa,0
15016.01626,pisa,0
10800.4902,pisa,1
18766.87898,pisa,0
16174.94737,pisa,0
9306.097561,pisa,0
2976.178862,pisa,0
9809.411765,pisa,0
6813.627451,pisa,0
18272.84553,pisa,0
16290.88235,pisa,0
14455.36585,pisa,1
19015.625,pisa,0
4634.146341,pisa,1
15456.14035,pisa,0
14628.37398,pisa,0
8864.968153,pisa,0
19862.64706,pisa,0
14545.09804,pisa,0
8819.512195,pisa,0
12495.77236,pisa,0
14424.77193,pisa,0
12026.82927,pisa,0
2817.479675,pisa,0
14483.125,pisa,0
16030.4878,pisa,0
4700.294118,pisa,0
13547.15447,pisa,0
4311.27451,pisa,0
12904.55285,pisa,0
18484.43089,pisa,1
14711.86992,pisa,0
18077.45098,pisa,0
14508.13008,pisa,0
16828.82353,pisa,0
12374.59649,pisa,0
18711.38824,pisa,0
13397.39837,pisa,0
13906.24561,pisa,0
9821.126761,pisa,0
16363.00813,pisa,0
19513.08943,pisa,0
4565.04065,pisa,0
17256.09756,pisa,0
5221.333333,pisa,0
12794.2807,pisa,1
6940.196078,pisa,0
2038.385965,pisa,0
9069.918699,pisa,0
5694.390244,pisa,0
3289.02439,pisa,0
17699.10828,pisa,0
7298.373984,pisa,0
10571.56863,pisa,0
9097.647059,pisa,0
19183.83099,pisa,0
10794.47154,pisa,0
12629.29936,pisa,0
19026.42276,pisa,0
16236.17647,pisa,0
18211.05691,pisa,0
17186.87898,pisa,0
7921.544715,pisa,0
14543.82353,pisa,0
13931.17647,pisa,1
13404.70588,pisa,0
19586.94737,pisa,1
18880.91228,pisa,1
11072.15686,pisa,0
14406.91057,pisa,0
4057.886179,pisa,0
19141.86992,pisa,0
12421.30081,pisa,0
12356.17647,pisa,0
18658.45528,pisa,0
17498.75,pisa,0
7028.72549,pisa,1
13744.71545,pisa,0
2206.01626,pisa,1
8059.02439,pisa,0
6086.764706,pisa,0
19222.43902,pisa,0
13589.7561,pisa,0
5920.588235,pisa,0
12623.00813,pisa,1
14947.23577,pisa,1
9498.627451,pisa,0
19188.13008,pisa,0
14761.38211,pisa,0
18393.62745,pisa,0
12565.98039,pisa,0
12612.64706,pisa,0
5528.350877,pisa,0
13619.5122,pisa,0
6497.96748,pisa,0
19042.15686,pisa,0
11859.8374,pisa,1
11604.79675,pisa,0
17020,pisa,0
18398.45528,pisa,0
17579.41176,pisa,0
15816.66667,pisa,0
6737.192982,pisa,0
19756.42276,pisa,0
7836.433121,pisa,0
9127.317073,pisa,0
15536.17886,pisa,0
14494.55285,pisa,0
10469.90196,pisa,0
14514.21569,pisa,0
9431.578947,pisa,1
13299.5935,pisa,0
16054.71545,pisa,0
6261.869919,pisa,0
12496.74797,pisa,0
19825.60976,pisa,0
9926.470588,pisa,0
11858.53659,pisa,0
7918.130081,pisa,0
14569.43089,pisa,0
9115.859649,pisa,0
